Sample,Similarity1_Score,Similarity2_Score,Similarity_Score
1753,0.437249304,0.770622682,0.603935993
1754,0.292614225,0.835773918,0.564194072
1755,0.526678342,0.685067855,0.605873098
1756,0.583768614,0.935114305,0.75944146
1757,0.444028791,0.865655267,0.654842029
1758,0.323880147,0.924659181,0.624269664
1759,0.143387772,0.906198411,0.524793092
1760,0.430557342,0.414176063,0.422366703
1761,0.491613176,0.755562224,0.6235877
1762,0.57851382,0.84714363,0.712828725
1763,0.56456569,0.796202385,0.680384038
1764,0.335886644,0.553100131,0.444493388
1765,0.449643901,0.679489812,0.564566857
1766,0.307283166,0.758874599,0.533078882
1767,0.355877192,0.850166899,0.603022045
1768,0.603998455,0.597636928,0.600817691
1769,0.486259107,0.857542132,0.67190062
1770,0.40522722,0.814633005,0.609930112
1771,0.288317975,0.848111168,0.568214572
1772,0.296679017,0.846601099,0.571640058
1773,0.346635293,0.877448529,0.612041911
1774,0.416768834,0.639849927,0.52830938
1775,0.446511173,0.729246101,0.587878637
1776,0.477071936,0.853780461,0.665426198
1777,0.463731447,0.559322738,0.511527092
1778,0.573712835,0.838268894,0.705990864
1779,0.399005007,0.62917824,0.514091623
1780,0.55146377,0.917899577,0.734681673
1781,0.159543616,0.598656265,0.379099941
1782,0.461747382,0.894839152,0.678293267
1783,0.473865028,0.88032976,0.677097394
1784,0.645784725,0.701436497,0.673610611
1785,0.419921108,0.875845638,0.647883373
1786,0.476278336,0.779892289,0.628085313
1787,0.414073853,0.661181135,0.537627494
1788,0.321148751,0.793448251,0.557298501
1789,0.491042577,0.635938434,0.563490505
1790,0.591730463,0.854338375,0.723034419
1791,0.334156657,0.932562849,0.633359753
1792,0.22963676,0.812543737,0.521090248
1793,0.355225477,0.877529933,0.616377705
1794,0.313003781,0.79491429,0.553959036
1795,0.216736584,0.815896292,0.516316438
1796,0.398203536,0.885268462,0.641735999
1797,0.462663505,0.761928238,0.612295872
1798,0.292705211,0.854551783,0.573628497
1799,0.450405997,0.694470914,0.572438456
1800,0.593076657,0.74757449,0.670325573
1801,0.300312975,0.867927888,0.584120431
1802,0.454724792,0.801275101,0.627999946
1803,0.306656053,0.814270473,0.560463263
1804,0.488046356,0.772323957,0.630185157
1805,0.451981363,0.809574578,0.63077797
1806,0.781814729,0.69213284,0.736973784
1807,0.582178731,0.746767882,0.664473307
1808,0.467759921,0.798660098,0.63321001
1809,0.232045776,0.661142217,0.446593996
1810,0.516974767,0.818655172,0.667814969
1811,0.555090289,0.850996007,0.703043148
1812,0.604139153,0.862286712,0.733212932
1813,0.637545743,0.909223147,0.773384445
1814,0.515423831,0.737579878,0.626501855
1815,0.183122687,0.686585533,0.43485411
1816,0.361749797,0.77585053,0.568800164
1817,0.542012875,0.569152986,0.555582931
1818,0.300478351,0.699475088,0.49997672
1819,0.777006003,0.726970722,0.751988362
1820,0.571606282,0.691333047,0.631469665
1821,0.656693931,0.706803397,0.681748664
1822,0.212113777,0.796681332,0.504397555
1823,0.401874789,0.449852873,0.425863831
1824,0.412322995,0.625386212,0.518854603
1825,0.281550157,0.895650638,0.588600398
1826,0.676124844,0.881653503,0.778889173
1827,0.26887094,0.769429239,0.51915009
1828,0.514664504,0.853356916,0.68401071
1829,0.755154361,0.833061247,0.794107804
1830,0.668813245,0.727417168,0.698115206
1831,0.525999556,0.752860998,0.639430277
1832,0.348202894,0.80816656,0.578184727
1833,0.481786552,0.736892039,0.609339295
1834,0.259016446,0.868857004,0.563936725
1835,0.448687399,0.810329295,0.629508347
1836,0.544092437,0.766798597,0.655445517
1837,0.376598963,0.564457111,0.470528037
1838,0.612443067,0.86051113,0.736477099
1839,0.553914683,0.740835252,0.647374967
1840,0.461022357,0.795927394,0.628474875
1841,0.526673175,0.954361554,0.740517364
1842,0.085784653,0.692202364,0.388993508
1843,0.745489658,0.865327779,0.805408718
1844,0.454553896,0.86984528,0.662199588
1845,0.356612978,0.614688785,0.485650882
1846,0.596273717,0.854722124,0.725497921
1847,0.400013644,0.71999218,0.560002912
1848,0.41647104,0.892209661,0.654340351
1849,0.323489658,0.832794356,0.578142007
1850,0.807964835,0.604573771,0.706269303
1851,0.329300564,0.780566822,0.554933693
1852,0.616457386,0.827992952,0.722225169
1853,0.311721509,0.824065956,0.567893732
1854,0.519072947,0.654453683,0.586763315
1855,0.478543487,0.857608593,0.66807604
1856,0.395708056,0.525533189,0.460620623
1857,0.416738904,0.833398918,0.625068911
1858,0.411755739,0.518909001,0.46533237
1859,0.438035687,0.74393259,0.590984139
1860,0.593679132,0.785531382,0.689605257
1861,0.480648028,0.64230958,0.561478804
1862,0.458256095,0.518277591,0.488266843
1863,0.544932125,0.627298672,0.586115399
1864,0.492753771,0.627492421,0.560123096
1865,0.289576238,0.346811042,0.31819364
1866,0.348038035,0.907638576,0.627838305
1867,0.507860306,0.805073017,0.656466661
1868,0.535137213,0.872110925,0.703624069
1869,0.468642967,0.764460351,0.616551659
1870,0.20258276,0.708584404,0.455583582
1871,0.295434293,0.687156732,0.491295512
1872,0.578182674,0.836164242,0.707173458
1873,0.268819862,0.933934096,0.601376979
1874,0.097517601,0.898767034,0.498142318
1875,0.465695805,0.832678407,0.649187106
1876,0.703014952,0.773446119,0.738230535
1877,0.613585198,0.853267692,0.733426445
1878,0.603924004,0.66297786,0.633450932
1879,0.361719985,0.876765929,0.619242957
1880,0.630054256,0.612072979,0.621063617
1881,0.553200864,0.843131308,0.698166086
1882,0.163475719,0.86188523,0.512680474
1883,0.661633928,0.651964441,0.656799184
1884,0.280241432,0.569687865,0.424964648
1885,0.374512955,0.722009922,0.548261439
1886,0.56807088,0.677822365,0.622946622
1887,0.487460134,0.748264483,0.617862308
1888,0.321484844,0.642096195,0.481790519
1889,0.312100583,0.843612657,0.57785662
1890,0.495363111,0.856301991,0.675832551
1891,0.279922512,0.836695179,0.558308846
1892,0.496649539,0.824325642,0.66048759
1893,0.539070771,0.733314083,0.636192427
1894,0.751366904,0.570632356,0.66099963
1895,0.446008973,0.806542069,0.626275521
1896,0.363997516,0.91626921,0.640133363
1897,0.524921491,0.567302488,0.54611199
1898,0.454535873,0.73841426,0.596475067
1899,0.30490082,0.79057947,0.547740145
1900,0.322212869,0.935450166,0.628831518
1901,0.608566664,0.624192695,0.61637968
1902,0.662427651,0.85687548,0.759651565
1903,0.174200147,0.669281333,0.42174074
1904,0.340988572,0.634065928,0.48752725
1905,0.291855591,0.652461556,0.472158573
1906,0.461383163,0.711825246,0.586604205
1907,0.31832175,0.831244536,0.574783143
1908,0.295763688,0.890721349,0.593242518
1909,0.556541402,0.606986275,0.581763839
1910,0.397712272,0.552176772,0.474944522
1911,0.512293257,0.932388255,0.722340756
1912,0.45359349,0.771555798,0.612574644
1913,0.448604723,0.693769047,0.571186885
1914,0.449830249,0.912647015,0.681238632
1915,0.672945902,0.810160511,0.741553207
1916,0.47718768,0.459118568,0.468153124
1917,0.796221683,0.436470851,0.616346267
1918,0.217539214,0.757195389,0.487367301
1919,0.307592675,0.620831065,0.46421187
1920,0.188290363,0.805767312,0.497028838
1921,0.366957512,0.834199316,0.600578414
1922,0.540204611,0.933666169,0.73693539
1923,0.34251779,0.760278408,0.551398099
1924,0.589375326,0.752593512,0.670984419
1925,0.282103711,0.861299759,0.571701735
1926,0.4621572,0.781897409,0.622027305
1927,0.503990821,0.729158326,0.616574573
1928,0.581718128,0.905097375,0.743407752
1929,0.440084145,0.835936274,0.638010209
1930,0.420377624,0.766562182,0.593469903
1931,0.566748292,0.740609745,0.653679018
1932,0.112778089,0.710932379,0.411855234
1933,0.747548958,0.885513662,0.81653131
1934,0.416141503,0.703509207,0.559825355
1935,0.499257674,0.623932912,0.561595293
1936,0.637258728,0.861593996,0.749426362
1937,0.411262536,0.833799112,0.622530824
1938,0.487366751,0.867214294,0.677290523
1939,0.352126864,0.741259656,0.54669326
1940,0.483216575,0.79028767,0.636752122
1941,0.379702919,0.748881298,0.564292109
1942,0.247817961,0.571291112,0.409554537
1943,0.473640005,0.806170309,0.639905157
1944,0.747598999,0.839308346,0.793453672
1945,0.436108399,0.85286879,0.644488595
1946,0.225061273,0.585097301,0.405079287
1947,0.566481634,0.626863196,0.596672415
1948,0.636433982,0.578556057,0.607495019
1949,0.430437595,0.673015765,0.55172668
1950,0.395483572,0.839423305,0.617453439
1951,0.542298105,0.725836573,0.634067339
1952,0.332019514,0.781250258,0.556634886
1953,0.515760355,0.689647768,0.602704062
1954,0.157138734,0.452694477,0.304916606
1955,0.486734159,0.526516496,0.506625327
1956,0.880627946,0.872098032,0.876362989
1957,0.420519947,0.808789764,0.614654856
1958,0.72479101,0.882244394,0.803517702
1959,0.488540834,0.732165714,0.610353274
1960,0.580851782,0.803713,0.692282391
1961,0.586833613,0.823579395,0.705206504
1962,0.478536486,0.697513144,0.588024815
1963,0.333991276,0.750510536,0.542250906
1964,0.512650901,0.841925989,0.677288445
1965,0.503769394,0.675648703,0.589709048
1966,0.50088582,0.791524872,0.646205346
1967,0.518917225,0.553302593,0.536109909
1968,0.45236434,0.673832613,0.563098476
1969,0.372138347,0.849439202,0.610788775
1970,0.322404839,0.722211672,0.522308256
1971,0.187624465,0.707379159,0.447501812
1972,0.328667325,0.843748256,0.58620779
1973,0.236398903,0.772841749,0.504620326
1974,0.684550368,0.591577012,0.63806369
1975,0.378179856,0.689693257,0.533936556
1976,0.542112122,0.5048435,0.523477811
1977,0.7854859,0.796290429,0.790888164
1978,0.543273154,0.656776252,0.600024703
1979,0.449889929,0.615719991,0.53280496
1980,0.547721029,0.818013387,0.682867208
1981,0.487955863,0.654419413,0.571187638
1982,0.451385914,0.803572042,0.627478978
1983,0.266968649,0.809734704,0.538351677
1984,0.470640098,0.765173014,0.617906556
1985,0.524009655,0.577630359,0.550820007
1986,0.569679679,0.626734469,0.598207074
1987,0.838844215,0.875566604,0.85720541
1988,0.436143975,0.80649569,0.621319832
1989,0.377212568,0.709268378,0.543240473
1990,0.828841934,0.738836119,0.783839027
1991,0.466082227,0.774097382,0.620089804
1992,0.770053177,0.501916097,0.635984637
1993,0.466984561,0.712768632,0.589876596
1994,0.505580777,0.894993671,0.700287224
1995,0.131388989,0.894043489,0.512716239
1996,0.428734153,0.907034579,0.667884366
1997,0.483825128,0.830864234,0.657344681
1998,0.367413505,0.61609266,0.491753082
1999,0.302555734,0.515804358,0.409180046
2000,0.70991905,0.8080092,0.758964125
2001,0.204920608,0.717724415,0.461322512
2002,0.459015909,0.533943108,0.496479509
2003,0.765639198,0.830988886,0.798314042
2004,0.491333714,0.920136035,0.705734875
2005,0.62300263,0.410078747,0.516540688
2006,0.36891907,0.808504219,0.588711645
2007,0.240220847,0.788596369,0.514408608
2008,0.685532634,0.60249087,0.644011752
2009,0.510036482,0.690543556,0.600290019
2010,0.837438369,0.813799563,0.825618966
2011,0.615078404,0.758982316,0.68703036
2012,0.323008726,0.761320505,0.542164616
2013,0.518919717,0.864821814,0.691870765
2014,0.273525233,0.691878081,0.482701657
2015,0.493961728,0.671141339,0.582551534
2016,0.336253119,0.783595134,0.559924126
2017,0.594355342,0.847753906,0.721054624
2018,0.298708061,0.743597891,0.521152976
2019,0.453814281,0.86356128,0.658687781
2020,0.398182715,0.907679993,0.652931354
2021,0.459403174,0.898995914,0.679199544
2022,0.580091948,0.871132658,0.725612303
2023,0.431763859,0.519970669,0.475867264
2024,0.521705633,0.636431469,0.579068551
2025,0.443620033,0.735951347,0.58978569
2026,0.432672193,0.709755758,0.571213975
2027,0.119189288,0.785960517,0.452574902
2028,0.243956945,0.803823854,0.5238904
2029,0.684146767,0.901071359,0.792609063
2030,0.54895677,0.77484544,0.661901105
2031,0.533051438,0.415776513,0.474413975
2032,0.475524934,0.804977749,0.640251342
2033,0.395338219,0.832189015,0.613763617
2034,0.220698335,0.753738121,0.487218228
2035,0.439230363,0.673264157,0.55624726
2036,0.430472176,0.839511006,0.634991591
2037,0.372590603,0.65792087,0.515255736
2038,0.251442532,0.838030833,0.544736682
2039,0.218874875,0.713660579,0.466267727
2040,0.629740325,0.861006612,0.745373468
2041,0.452776118,0.634179733,0.543477925
2042,0.438221068,0.779891937,0.609056502
2043,0.700214539,0.899425012,0.799819776
2044,0.651462398,0.735637336,0.693549867
2045,0.492834318,0.721586507,0.607210412
2046,0.324733912,0.818343738,0.571538825
2047,0.42511954,0.610826624,0.517973082
2048,0.568295784,0.760566402,0.664431093
2049,0.543819942,0.851261249,0.697540595
2050,0.397082181,0.85757859,0.627330386
2051,0.649661628,0.826879332,0.73827048
2052,0.581186404,0.781925758,0.681556081
2053,0.553823487,0.914090706,0.733957096
2054,0.324383584,0.699500009,0.511941796
2055,0.274569201,0.792317558,0.533443379
2056,0.498053485,0.874692435,0.68637296
2057,0.384477518,0.871978421,0.628227969
2058,0.481556424,0.496699326,0.489127875
2059,0.103897138,0.696174349,0.400035743
2060,0.446439663,0.583047299,0.514743481
2061,0.389458645,0.80242068,0.595939663
2062,0.425124823,0.630024911,0.527574867
2063,0.255572096,0.906176989,0.580874542
2064,0.537043163,0.713867065,0.625455114
2065,0.597131333,0.824905229,0.711018281
2066,0.360120928,0.439878336,0.399999632
2067,0.711999717,0.719094258,0.715546988
2068,0.188841104,0.85434017,0.521590637
2069,0.279444243,0.673966779,0.476705511
2070,0.335728665,0.532041957,0.433885311
2071,0.356322175,0.909093198,0.632707686
2072,0.339903291,0.783265694,0.561584493
2073,0.34606473,0.731822747,0.538943738
2074,0.667235845,0.874679475,0.77095766
2075,0.597225208,0.923660581,0.760442895
2076,0.193595714,0.475918784,0.334757249
2077,0.613553415,0.847544905,0.73054916
2078,0.332409127,0.464847755,0.398628441
2079,0.37530729,0.843062472,0.609184881
2080,0.378478529,0.799765747,0.589122138
2081,0.687431213,0.603173939,0.645302576
2082,0.117909775,0.817374073,0.467641924
2083,0.399902074,0.822124553,0.611013314
2084,0.55349802,0.706279097,0.629888558
2085,0.787848268,0.681743887,0.734796077
2086,0.514310945,0.727745863,0.621028404
2087,0.484828578,0.634428587,0.559628582
2088,0.332872651,0.829834054,0.581353352
2089,0.445683987,0.728811127,0.587247557
2090,0.361574324,0.591601009,0.476587666
2091,0.425599908,0.564721887,0.495160897
2092,0.613947376,0.741496345,0.67772186
2093,0.617170164,0.566103244,0.591636704
2094,0.165058968,0.806999187,0.486029077
2095,0.576860322,0.653638929,0.615249625
2096,0.499372585,0.84718505,0.673278817
2097,0.472259567,0.913400949,0.692830258
2098,0.41960712,0.717967135,0.568787127
2099,0.382700061,0.837709514,0.610204788
2100,0.63284568,0.701192132,0.667018906
2101,0.594603816,0.772888143,0.683745979
2102,0.392341003,0.796029458,0.59418523
2103,0.562438451,0.865428136,0.713933294
2104,0.417943822,0.770392584,0.594168203
2105,0.53076245,0.784697826,0.657730138
2106,0.62198014,0.885798539,0.753889339
2107,0.422128459,0.738373647,0.580251053
2108,0.727807668,0.741272373,0.73454002
2109,0.423417383,0.658813153,0.541115268
2110,0.317312158,0.904017482,0.61066482
2111,0.281894062,0.710309733,0.496101898
2112,0.337399504,0.813117962,0.575258733
2113,0.413295798,0.816510116,0.614902957
2114,0.313661022,0.89267642,0.603168721
2115,0.630450496,0.816769439,0.723609968
2116,0.353509836,0.390652273,0.372081054
2117,0.554756814,0.883559728,0.719158271
2118,0.348244765,0.818196693,0.583220729
2119,0.340499979,0.802355167,0.571427573
2120,0.616051285,0.932925132,0.774488209
2121,0.304785203,0.695016905,0.499901054
2122,0.480573667,0.838961576,0.659767621
2123,0.732521108,0.754190376,0.743355742
2124,0.617991142,0.740571581,0.679281361
2125,0.247641898,0.711516614,0.479579256
2126,0.539329188,0.62697657,0.583152879
2127,0.507945911,0.855997473,0.681971692
2128,0.37649259,0.66823799,0.52236529
2129,0.579250469,0.678976495,0.629113482
2130,0.440634883,0.705384777,0.57300983
2131,0.42705613,0.554634558,0.490845344
2132,0.359129326,0.814710718,0.586920022
2133,0.597910357,0.82603196,0.711971158
2134,0.690809424,0.734742118,0.712775771
2135,0.576027582,0.881882401,0.728954992
2136,0.181556671,0.899834774,0.540695722
2137,0.369281045,0.864306239,0.616793642
2138,0.613641887,0.726560104,0.670100996
2139,0.74792327,0.592052493,0.669987882
2140,0.176683958,0.736428539,0.456556249
2141,0.172853991,0.754718425,0.463786208
2142,0.445350539,0.77170366,0.6085271
2143,0.367172049,0.764231818,0.565701934
2144,0.474641946,0.859914029,0.667277988
2145,0.191093054,0.621982514,0.406537784
2146,0.409972137,0.945348283,0.67766021
2147,0.371288104,0.879282423,0.625285264
2148,0.734843467,0.599613245,0.667228356
2149,0.416049468,0.71195651,0.564002989
2150,0.672390868,0.748361802,0.710376335
2151,0.455786005,0.641951997,0.548869001
2152,0.236093199,0.710637531,0.473365365
2153,0.574241749,0.881707283,0.727974516
2154,0.574404212,0.525014125,0.549709169
2155,0.495747297,0.643909868,0.569828583
2156,0.443511325,0.788241334,0.615876329
2157,0.276700494,0.615436498,0.446068496
2158,0.62901414,0.922516867,0.775765503
2159,0.545846472,0.868653025,0.707249748
2160,0.278046373,0.805644678,0.541845525
2161,0.423139411,0.74039872,0.581769065
2162,0.237483312,0.811143459,0.524313385
2163,0.449773834,0.831108421,0.640441127
2164,0.488673346,0.778669605,0.633671475
2165,0.329772579,0.921965891,0.625869235
2166,0.351664791,0.681606978,0.516635885
2167,0.519232432,0.841566048,0.68039924
2168,0.574276758,0.741320474,0.657798616
2169,0.245250173,0.570199405,0.407724789
2170,0.464627031,0.414937858,0.439782444
2171,0.569551477,0.744393678,0.656972578
2172,0.671310279,0.899793687,0.785551983
2173,0.544553891,0.79694019,0.670747041
2174,0.321317903,0.863465853,0.592391878
2175,0.494147699,0.832688738,0.663418219
2176,0.398872808,0.843716865,0.621294836
2177,0.455156329,0.699566882,0.577361605
2178,0.340887951,0.689164222,0.515026087
2179,0.257403147,0.828079361,0.542741254
2180,0.552960958,0.66570949,0.609335224
2181,0.346481298,0.616714461,0.481597879
2182,0.270777827,0.864936187,0.567857007
2183,0.415562879,0.862286315,0.638924597
2184,0.30151611,0.702248204,0.501882157
2185,0.114124331,0.826581979,0.470353155
2186,0.232864748,0.758840989,0.495852869
2187,0.537960661,0.886536781,0.712248721
2188,0.693240803,0.601806801,0.647523802
2189,0.631210452,0.575751111,0.603480781
2190,0.43601766,0.888817518,0.662417589
2191,0.367561701,0.885106756,0.626334228
2192,0.567016728,0.752406755,0.659711741
2193,0.494426002,0.785496148,0.639961075
2194,0.402255016,0.661586722,0.531920869
2195,0.490779102,0.479780592,0.485279847
2196,0.197245171,0.750365044,0.473805108
2197,0.673408064,0.639225321,0.656316692
2198,0.424142197,0.83537702,0.629759608
2199,0.565676399,0.770854172,0.668265285
2200,0.226251456,0.857072019,0.541661738
2201,0.612938197,0.9450358,0.778986999
2202,0.707968544,0.708035341,0.708001942
2203,0.383032912,0.697855326,0.540444119
2204,0.343107654,0.573456825,0.45828224
2205,0.719983634,0.805521704,0.762752669
2206,0.578828042,0.372275953,0.475551997
2207,0.604849117,0.650494849,0.627671983
2208,0.705409248,0.758805802,0.732107525
2209,0.560686652,0.556979119,0.558832885
2210,0.591037458,0.813023395,0.702030427
2211,0.316073678,0.846407834,0.581240756
2212,0.18881159,0.883272979,0.536042285
2213,0.380571258,0.672796905,0.526684081
2214,0.348351948,0.806983487,0.577667718
2215,0.426985729,0.885277393,0.656131561
2216,0.517974268,0.786179351,0.65207681
2217,0.485839238,0.669061416,0.577450327
2218,0.457352887,0.856061315,0.656707101
2219,0.672418784,0.838442884,0.755430834
2220,0.285018941,0.369821506,0.327420224
2221,0.606845335,0.895357516,0.751101426
2222,0.572494101,0.752233983,0.662364042
2223,0.609883957,0.739793566,0.674838762
2224,0.462323391,0.631401363,0.546862377
2225,0.576439652,0.610162214,0.593300933
2226,0.695504237,0.703033007,0.699268622
2227,0.363883862,0.486989222,0.425436542
2228,0.490863236,0.883164525,0.687013881
2229,0.141173785,0.809352128,0.475262956
2230,0.419515554,0.599369736,0.509442645
2231,0.472117256,0.772781224,0.62244924
2232,0.544438178,0.841678415,0.693058297
2233,0.599367109,0.763344854,0.681355982
2234,0.246371172,0.528046991,0.387209081
2235,0.462147453,0.593453553,0.527800503
2236,0.2667347,0.718231971,0.492483336
2237,0.48508632,0.877957894,0.681522107
2238,0.348251561,0.826664286,0.587457923
2239,0.306526152,0.634513992,0.470520072
2240,0.390981017,0.706459177,0.548720097
2241,0.460561528,0.838922762,0.649742145
2242,0.461229303,0.842492072,0.651860688
2243,0.689430732,0.778271596,0.733851164
2244,0.452593621,0.807357322,0.629975472
2245,0.186011686,0.755318751,0.470665219
2246,0.426280579,0.564228699,0.495254639
2247,0.517661589,0.870221587,0.693941588
2248,0.540338354,0.861625478,0.700981916
2249,0.472497188,0.735358366,0.603927777
2250,0.43440425,0.584809403,0.509606826
2251,0.354557463,0.740725775,0.547641619
2252,0.268854767,0.661492031,0.465173399
2253,0.472314823,0.663346027,0.567830425
2254,0.359030962,0.650359055,0.504695009
2255,0.129995347,0.767737728,0.448866537
2256,0.582312312,0.78707794,0.684695126
2257,0.110879575,0.37847198,0.244675778
2258,0.348794765,0.824965607,0.586880186
2259,0.182642055,0.770950222,0.476796139
2260,0.647624458,0.686894653,0.667259555
2261,0.079330517,0.784422055,0.431876286
2262,0.301987898,0.84028962,0.571138759
2263,0.341886987,0.81114595,0.576516468
2264,0.383793771,0.817856389,0.60082508
2265,0.220584381,0.806112702,0.513348541
2266,0.566814824,0.849171407,0.707993115
2267,0.512553747,0.793219052,0.652886399
2268,0.742270145,0.710285109,0.726277627
2269,0.580348759,0.805906095,0.693127427
2270,0.352895061,0.843137966,0.598016514
2271,0.447213857,0.624882182,0.536048019
2272,0.261292361,0.74575401,0.503523185
2273,0.507144772,0.84773031,0.677437541
2274,0.524186513,0.598508782,0.561347647
2275,0.31626049,0.753775518,0.535018004
2276,0.544273648,0.604005839,0.574139743
2277,0.615829568,0.806628209,0.711228888
2278,0.458311696,0.935676638,0.696994167
2279,0.361090472,0.85114009,0.606115281
2280,0.214867343,0.921390936,0.56812914
2281,0.48389769,0.768729841,0.626313765
2282,0.549575592,0.707002473,0.628289032
2283,0.481178712,0.640289553,0.560734132
2284,0.588514812,0.872886957,0.730700884
2285,0.825642486,0.73997449,0.782808488
2286,0.374093776,0.674697866,0.524395821
2287,0.386950154,0.803412364,0.595181259
2288,0.654920508,0.845869516,0.750395012
2289,0.32215241,0.759239086,0.540695748
2290,0.534584384,0.869099251,0.701841818
2291,0.605681299,0.836687383,0.721184341
2292,0.139334259,0.69805523,0.418694745
2293,0.433339965,0.929955501,0.681647733
2294,0.533857558,0.747758354,0.640807956
2295,0.701707093,0.713937217,0.707822155
2296,0.240348785,0.83967507,0.540011927
2297,0.725756396,0.649913632,0.687835014
2298,0.357720618,0.746452119,0.552086368
2299,0.645163682,0.89955782,0.772360751
2300,0.433859797,0.745942055,0.589900926
2301,0.692757495,0.665932277,0.679344886
2302,0.33655816,0.760119965,0.548339063
2303,0.507449937,0.818674338,0.663062138
2304,0.380640175,0.705392944,0.543016559
2305,0.264020212,0.656585877,0.460303044
2306,0.30285287,0.58659404,0.444723455
2307,0.113076328,0.714112155,0.413594241
2308,0.459576946,0.729422324,0.594499635
2309,0.492803471,0.676910102,0.584856787
2310,0.654596693,0.801586751,0.728091722
2311,0.523434835,0.592170051,0.557802443
2312,0.64918908,0.797173924,0.723181502
2313,0.546732066,0.278143421,0.412437743
2314,0.462073502,0.934069402,0.698071452
2315,0.622895517,0.821888863,0.72239219
2316,0.690476115,0.690533037,0.690504576
2317,0.392944351,0.525672165,0.459308258
2318,0.373740921,0.852945108,0.613343015
2319,0.430942145,0.794181974,0.612562059
2320,0.567921301,0.834279496,0.701100398
2321,0.627810392,0.752722722,0.690266557
2322,0.451252878,0.82156219,0.636407534
2323,0.139213608,0.661612135,0.400412871
2324,0.147705907,0.70877899,0.428242449
2325,0.838401241,0.590552746,0.714476994
2326,0.378989396,0.877405729,0.628197562
2327,0.510101152,0.899746601,0.704923877
2328,0.417484992,0.669904137,0.543694565
2329,0.4122941,0.513784502,0.463039301
2330,0.68654595,0.775970823,0.731258387
2331,0.463663866,0.591865192,0.527764529
2332,0.461663619,0.8470924,0.65437801
2333,0.405036052,0.785063123,0.595049588
2334,0.154390873,0.756095587,0.45524323
2335,0.48552474,0.364992768,0.425258754
2336,0.337025367,0.893662916,0.615344141
2337,0.574416648,0.710615815,0.642516231
2338,0.551216894,0.850272493,0.700744694
2339,0.11276196,0.764989001,0.43887548
2340,0.287557632,0.725372555,0.506465093
2341,0.591070451,0.52985725,0.56046385
2342,0.544571337,0.946906454,0.745738896
2343,0.116845817,0.736370317,0.426608067
2344,0.249162115,0.732644424,0.490903269
2345,0.543731769,0.551454009,0.547592889
2346,0.309195343,0.886000122,0.597597732
2347,0.334995053,0.838046343,0.586520698
2348,0.454494901,0.819070375,0.636782638
2349,0.615800422,0.765922708,0.690861565
2350,0.449093266,0.664045884,0.556569575
2351,0.362803101,0.857705166,0.610254134
2352,0.174997576,0.747681999,0.461339787
2353,0.380866766,0.752367145,0.566616955
2354,0.651107198,0.705829199,0.678468199
2355,0.417984914,0.889670045,0.65382748
2356,0.391173788,0.589116552,0.49014517
2357,0.507686451,0.630987755,0.569337103
2358,0.330237169,0.746152645,0.538194907
2359,0.540326586,0.76982579,0.655076188
2360,0.704127858,0.853758671,0.778943265
2361,0.64445793,0.548524086,0.596491008
2362,0.483849532,0.873442301,0.678645916
2363,0.650288046,0.744140231,0.697214139
2364,0.359261351,0.827856774,0.593559062
2365,0.240266965,0.66400233,0.452134647
2366,0.521716124,0.719914442,0.620815283
2367,0.682021153,0.341176463,0.511598808
2368,0.69600528,0.856929551,0.776467416
2369,0.624998396,0.814525515,0.719761956
2370,0.416699485,0.832615226,0.624657356
2371,0.331452281,0.858912182,0.595182232
2372,0.426070829,0.573449278,0.499760054
2373,0.535422834,0.83847701,0.686949922
2374,0.462711271,0.880301412,0.671506341
2375,0.5178428,0.726796968,0.622319884
2376,0.643839471,0.851360941,0.747600206
2377,0.472547583,0.896864503,0.684706043
2378,0.37175325,0.802004442,0.586878846
2379,0.356571849,0.89044778,0.623509814
2380,0.658793606,0.656237422,0.657515514
2381,0.2361856,0.698869623,0.467527611
2382,0.356913326,0.892036435,0.624474881
2383,0.636272493,0.584824887,0.61054869
2384,0.509480506,0.871249677,0.690365092
2385,0.334319015,0.844365894,0.589342455
2386,0.476063447,0.621956505,0.549009976
2387,0.602537888,0.444036805,0.523287346
2388,0.514894631,0.729196379,0.622045505
2389,0.61406299,0.746467533,0.680265262
2390,0.388374311,0.721312558,0.554843434
2391,0.566251986,0.748018245,0.657135115
2392,0.75943883,0.802838179,0.781138504
2393,0.507947692,0.932456558,0.720202125
2394,0.351684903,0.713592667,0.532638785
2395,0.359628586,0.854649673,0.60713913
2396,0.159460566,0.694803731,0.427132149
2397,0.398106521,0.648990379,0.52354845
2398,0.210357508,0.706384289,0.458370898
2399,0.325086887,0.750036298,0.537561592
2400,0.383991951,0.632951876,0.508471914
2401,0.398645136,0.771727043,0.585186089
2402,0.495978695,0.837445308,0.666712001
2403,0.429737628,0.788945049,0.609341338
2404,0.550232042,0.831514783,0.690873412
2405,0.60471957,0.842086185,0.723402878
2406,0.666122997,0.843139929,0.754631463
2407,0.546615956,0.827963152,0.687289554
2408,0.433516409,0.845274098,0.639395253
2409,0.341758353,0.520393683,0.431076018
2410,0.352123876,0.623886087,0.488004982
2411,0.271710223,0.746033981,0.508872102
2412,0.609960741,0.788932262,0.699446501
2413,0.369206254,0.808011922,0.588609088
2414,0.392902379,0.84940487,0.621153624
2415,0.678968131,0.510186868,0.594577499
2416,0.162058643,0.738110056,0.450084349
2417,0.361528667,0.778409174,0.56996892
